replay,cell_id,mutant_id,bypassed_stage,stage,stage_step,returncode,classification,classification_reason,argv_sha256,output_sha256,diagnostic_excerpt,diagnostic_truncated,collected_tests
1,r1-G-PAR-03-bypass-ruff_format,G-PAR-03,ruff_format,source_probe,resolve,0,pass,exit_zero,6881bf7985d7e67c0e212ee0f27701ba12dc969d6f01dadbced9e27262b2fe29,1f608c8665bfca38df9262e475070263d23be0d3ed7fc16e4ac9b7e1bf54bfa2,,False,
1,r1-G-PAR-03-bypass-ruff_format,G-PAR-03,ruff_format,ruff_lint,check,0,pass,exit_zero,6229805724b31a58117d468c97a1c9988c29b6d79e4ca5fdb9378d4c5ca10b73,98733c3446b52dc3e6b6943142b19a142025d9727521f6abc3783a20e4b6d3c6,,False,
1,r1-G-PAR-03-bypass-ruff_format,G-PAR-03,ruff_format,mypy,strict,0,pass,exit_zero,834077835073e816b06c9b207206c2e815ef6118d1475dca61bdd28d1ec5f15f,0a870edc97be5bcdbb96e8fdd44244d55042f27e7deb10429870ea21a74559b5,,False,
1,r1-G-PAR-03-bypass-ruff_format,G-PAR-03,ruff_format,pytest,full-suite,1,controlled_rejection,pytest_failure_report,59ff1b29e4a0fc7405ce8c1ea1c7d35678f33925922bf71228db2ac561d8e987,a82b2532576f5b48268c8a7eacdb1bc0a707f12cbf86f851bfdd179dd11e9cbd,"TARGET_ORIGIN_OK
COLLECTED_TESTS=6405
........................................................................ [  1%]
........................................................................ [  2%]
........................................................................ [  3%]
........................................................................ [  4%]
........................................................................ [  5%]
........................................................................ [  6%]
........................................................................ [  7%]
........................................................................ [  8%]
........................................................................ [ 10%]
........................................................................ [ 11%]
........................................................................ [ 12%]
........................................................................ [ 13%]
........................................................................ [ 14%]
........................................................................ [ 15%]
........................................................................ [ 16%]
........................................................................ [ 17%]
........................................................................ [ 19%]
..............F..........F..........F..........F..........F............. [ 20%]
........................................................................ [ 21%]
........................................................................ [ 22%]
........................................................................ [ 23%]
........................................................................ [ 24%]
........................................................................ [ 25%]
........................................................................ [ 26%]
........................................................................ [ 28%]
........................................................................ [ 29%]
........................................................................ [ 30%]
........................................................................ [ 31%]
........................................................................ [ 32%]
........................................................................ [ 33%]
........................................................................ [ 34%]
........................................................................ [ 35%]
........................................................................ [ 37%]
........................................................................ [ 38%]
........................................................................ [ 39%]
................................................................F....... [ 40%]
...F..........F..........F..........F..........F..........F............. [ 41%]
........................................................................ [ 42%]
........................................................................ [ 43%]
........................................................................ [ 44%]
...................F....................F..........F..........F......... [ 46%]
.F.................................................................F.... [ 47%]
......F..........F..........F..........F....................F..........F [ 48%]
..........F..................FFFF.........F..........F.F........F....... [ 49%]
...F..........F..........F..........F..........F..........F..........F.. [ 50%]
........F..........F..........F..........F..........F..........F........ [ 51%]
..F..........F..........F............................................... [ 52%]
........................................................................ [ 53%]
........................................................................ [ 55%]
........................................................................ [ 56%]
........................................................................ [ 57%]
........................................................................ [ 58%]
........................................................................ [ 59%]
......................................................F................. [ 60%]
........................................................................ [ 61%]
........................................................................ [ 62%]
........................................................................ [ 64%]
...........................................FFF.......................... [ 65%]
........................................................................ [ 66%]
..............................................................F......... [ 67%]
.......................F................................................ [ 68%]
............................F..........F................................ [ 69%]
........................................................................ [ 70%]
........................................................................ [ 71%]
.....................................FFFF............................... [ 73%]
........................................................................ [ 74%]
........................................................................ [ 75%]
........................................................................ [ 76%]
..................................FFFF.................................. [ 77%]
........................................................................ [ 78%]
........................................................................ [ 79%]
........................................................................ [ 80%]
.............................................F..........F..........F.... [ 82%]
......F..........F..........F..........F..........F..........F.......... [ 83%]
F..........F..........F...................
<DIAGNOSTIC_TRUNCATED>
B...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_213 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_332 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_333 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_334 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_335 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_336 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_337 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_338 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_361 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_363 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_364 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_365 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_366 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_372 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_373 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_374 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_375 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_376 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_378 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_379 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_380 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_3818 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_3819 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_382 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_3820 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_383 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_384 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_3841 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_385 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_386 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_387 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_388 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_389 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_390 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_391 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_392 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_393 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_394 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_395 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_396 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_397 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_398 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_399 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_400 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_401 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_450 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_4757 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_4758 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_4759 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_491 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_494 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_501 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_502 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5214 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5215 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5216 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5217 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5473 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5474 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5475 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5476 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_575 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_576 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_577 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_578 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_579 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_580 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_581 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_582 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_583 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_584 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_585 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_586 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_666 - idna.core.IDNAB...

",True,6405
1,r1-G-PAR-03-bypass-ruff_lint,G-PAR-03,ruff_lint,source_probe,resolve,0,pass,exit_zero,6881bf7985d7e67c0e212ee0f27701ba12dc969d6f01dadbced9e27262b2fe29,1f608c8665bfca38df9262e475070263d23be0d3ed7fc16e4ac9b7e1bf54bfa2,,False,
1,r1-G-PAR-03-bypass-ruff_lint,G-PAR-03,ruff_lint,ruff_format,check,0,pass,exit_zero,e689c08c3ed728438fabdebbc165eed0587fe89464ce6128ed121dcc710fd7a8,6b6cfc8efdccff3ce4604333318687e1c05d6288bae4ace57a05f30121790d33,,False,
1,r1-G-PAR-03-bypass-ruff_lint,G-PAR-03,ruff_lint,mypy,strict,0,pass,exit_zero,834077835073e816b06c9b207206c2e815ef6118d1475dca61bdd28d1ec5f15f,0a870edc97be5bcdbb96e8fdd44244d55042f27e7deb10429870ea21a74559b5,,False,
1,r1-G-PAR-03-bypass-ruff_lint,G-PAR-03,ruff_lint,pytest,full-suite,1,controlled_rejection,pytest_failure_report,59ff1b29e4a0fc7405ce8c1ea1c7d35678f33925922bf71228db2ac561d8e987,a82b2532576f5b48268c8a7eacdb1bc0a707f12cbf86f851bfdd179dd11e9cbd,"TARGET_ORIGIN_OK
COLLECTED_TESTS=6405
........................................................................ [  1%]
........................................................................ [  2%]
........................................................................ [  3%]
........................................................................ [  4%]
........................................................................ [  5%]
........................................................................ [  6%]
........................................................................ [  7%]
........................................................................ [  8%]
........................................................................ [ 10%]
........................................................................ [ 11%]
........................................................................ [ 12%]
........................................................................ [ 13%]
........................................................................ [ 14%]
........................................................................ [ 15%]
........................................................................ [ 16%]
........................................................................ [ 17%]
........................................................................ [ 19%]
..............F..........F..........F..........F..........F............. [ 20%]
........................................................................ [ 21%]
........................................................................ [ 22%]
........................................................................ [ 23%]
........................................................................ [ 24%]
........................................................................ [ 25%]
........................................................................ [ 26%]
........................................................................ [ 28%]
........................................................................ [ 29%]
........................................................................ [ 30%]
........................................................................ [ 31%]
........................................................................ [ 32%]
........................................................................ [ 33%]
........................................................................ [ 34%]
........................................................................ [ 35%]
........................................................................ [ 37%]
........................................................................ [ 38%]
........................................................................ [ 39%]
................................................................F....... [ 40%]
...F..........F..........F..........F..........F..........F............. [ 41%]
........................................................................ [ 42%]
........................................................................ [ 43%]
........................................................................ [ 44%]
...................F....................F..........F..........F......... [ 46%]
.F.................................................................F.... [ 47%]
......F..........F..........F..........F....................F..........F [ 48%]
..........F..................FFFF.........F..........F.F........F....... [ 49%]
...F..........F..........F..........F..........F..........F..........F.. [ 50%]
........F..........F..........F..........F..........F..........F........ [ 51%]
..F..........F..........F............................................... [ 52%]
........................................................................ [ 53%]
........................................................................ [ 55%]
........................................................................ [ 56%]
........................................................................ [ 57%]
........................................................................ [ 58%]
........................................................................ [ 59%]
......................................................F................. [ 60%]
........................................................................ [ 61%]
........................................................................ [ 62%]
........................................................................ [ 64%]
...........................................FFF.......................... [ 65%]
........................................................................ [ 66%]
..............................................................F......... [ 67%]
.......................F................................................ [ 68%]
............................F..........F................................ [ 69%]
........................................................................ [ 70%]
........................................................................ [ 71%]
.....................................FFFF............................... [ 73%]
........................................................................ [ 74%]
........................................................................ [ 75%]
........................................................................ [ 76%]
..................................FFFF.................................. [ 77%]
........................................................................ [ 78%]
........................................................................ [ 79%]
........................................................................ [ 80%]
.............................................F..........F..........F.... [ 82%]
......F..........F..........F..........F..........F..........F.......... [ 83%]
F..........F..........F...................
<DIAGNOSTIC_TRUNCATED>
B...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_213 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_332 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_333 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_334 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_335 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_336 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_337 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_338 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_361 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_363 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_364 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_365 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_366 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_372 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_373 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_374 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_375 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_376 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_378 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_379 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_380 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_3818 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_3819 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_382 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_3820 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_383 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_384 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_3841 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_385 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_386 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_387 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_388 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_389 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_390 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_391 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_392 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_393 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_394 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_395 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_396 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_397 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_398 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_399 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_400 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_401 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_450 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_4757 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_4758 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_4759 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_491 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_494 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_501 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_502 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5214 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5215 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5216 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5217 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5473 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5474 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5475 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_5476 - idna.core.IDNA...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_575 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_576 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_577 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_578 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_579 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_580 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_581 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_582 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_583 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_584 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_585 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_586 - idna.core.IDNAB...
FAILED tests/test_idna_uts46.py::UTS46Tests::test_uts46_666 - idna.core.IDNAB...

",True,6405
1,r1-G-PAR-03-bypass-mypy,G-PAR-03,mypy,source_probe,resolve,0,pass,exit_zero,6881bf7985d7e67c0e212ee0f27701ba12dc969d6f01dadbced9e27262b2fe29,1f608c8665bfca38df9262e475070263d23be0d3ed7fc16e4ac9b7e1bf54bfa2,,False,
1,r1-G-PAR-03-bypass-mypy,G-PAR-03,mypy,ruff_format,check,0,pass,exit_zero,e689c08c3ed728438fabdebbc165eed0587fe89464ce6128ed121dcc710fd7a8,6b6cfc8efdccff3ce4604333318687e1c05d6288bae4ace57a05f30121790d33,,False,
1,r1-G-PAR-03-bypass-mypy,G-PAR-03,mypy,ruff_lint,check,0,pass,exit_zero,6229805724b31a58117d468c97a1c9988c29b6d79e4ca5fdb9378d4c5ca10b73,98733c3446b52dc3e6b6943142b19a142025d9727521f6abc3783a20e4b6d3c6,,False,
